selected_chem	prestwick_ID	jaccard_distance	tanimoto_similarity	similarity_ranking	prestwick_chemname	target_species	measured_n_inhibited_strains	most_similar_category
Cetrorelix	Prestw-190	0.8790322580645161	0.12096774193548387	264	Tolbutamide	human	0	NA
Cetrorelix	Prestw-777	0.8790322580645161	0.12096774193548387	264	Alexidine dihydrochloride	antiseptic	39	NA
Cetrorelix	Prestw-938	0.8790322580645161	0.12096774193548387	264	Benserazide hydrochloride	not a drug	0	NA
Cetrorelix	Prestw-1295	0.8796992481203008	0.12030075187969924	267	Itopride	human	0	NA
Cetrorelix	Prestw-1484	0.8796992481203008	0.12030075187969924	267	Cladribine	human	4	NA
Cetrorelix	Prestw-449	0.8796992481203008	0.12030075187969924	267	Pilocarpine nitrate	human	0	NA
Cetrorelix	Prestw-733	0.8796992481203008	0.12030075187969924	267	Metoprolol-(+,-) (+)-tartrate salt	human	0	NA
Cetrorelix	Prestw-1265	0.8802816901408451	0.11971830985915488	271	Gatifloxacin	bacteria	39	NA
Cetrorelix	Prestw-1078	0.8805970149253731	0.11940298507462688	272	Benzylpenicillin sodium	bacteria	38	NA
Cetrorelix	Prestw-232	0.8805970149253731	0.11940298507462688	272	Scopolamin-N-oxide hydrobromide	human	0	NA
Cetrorelix	Prestw-369	0.8805970149253731	0.11940298507462688	272	Meloxicam	human	0	NA
Cetrorelix	Prestw-382	0.8805970149253731	0.11940298507462688	272	Betaxolol hydrochloride	human	1	NA
Cetrorelix	Prestw-275	0.8809523809523809	0.11904761904761907	276	Fenofibrate	human	5	NA
Cetrorelix	Prestw-332	0.8809523809523809	0.11904761904761907	276	Practolol	human	0	NA
Cetrorelix	Prestw-58	0.8809523809523809	0.11904761904761907	276	Oxethazaine	human	31	NA
Cetrorelix	Prestw-911	0.8809523809523809	0.11904761904761907	276	(+)-Isoproterenol (+)-bitartrate salt	human	0	NA
Cetrorelix	Prestw-272	0.8814814814814815	0.11851851851851847	280	Indomethacin	human	0	NA
Cetrorelix	Prestw-957	0.8814814814814815	0.11851851851851847	280	Deoxycorticosterone	human	1	NA
Cetrorelix	Prestw-462	0.881578947368421	0.11842105263157898	282	Cefixime	bacteria	26	NA
Cetrorelix	Prestw-215	0.8818897637795275	0.11811023622047245	283	Mefexamide hydrochloride	human	0	NA
Cetrorelix	Prestw-25	0.8818897637795275	0.11811023622047245	283	Thiamphenicol	bacteria	39	NA
Cetrorelix	Prestw-482	0.8819875776397516	0.11801242236024845	285	Cefotiam hydrochloride	bacteria	31	NA
Cetrorelix	Prestw-489	0.8819875776397516	0.11801242236024845	285	Ceftazidime pentahydrate	bacteria	27	NA
Cetrorelix	Prestw-1310	0.8823529411764706	0.11764705882352944	287	Phenylbutazone	human	0	NA
Cetrorelix	Prestw-285	0.8823529411764706	0.11764705882352944	287	Chenodiol	human	1	NA
Cetrorelix	Prestw-826	0.8823529411764706	0.11764705882352944	287	Oxalamine citrate salt	human	0	NA
Cetrorelix	Prestw-894	0.8823529411764706	0.11764705882352944	287	Butylparaben	not a drug	1	NA
Cetrorelix	Prestw-922	0.8823529411764706	0.11764705882352944	287	Thioperamide maleate	not a drug	0	NA
Cetrorelix	Prestw-958	0.8823529411764706	0.11764705882352944	287	Urosiol	human	0	NA
Cetrorelix	Prestw-976	0.8823529411764706	0.11764705882352944	287	Tracazolate hydrochloride	not a drug	1	NA
Cetrorelix	Prestw-280	0.8827586206896552	0.11724137931034484	294	Quinidine hydrochloride monohydrate	protozoa	0	NA
Cetrorelix	Prestw-295	0.8827586206896552	0.11724137931034484	294	Pergolide mesylate	human	0	NA
Cetrorelix	Prestw-175	0.8828125	0.1171875	296	Aceclofenac	human	0	NA
Cetrorelix	Prestw-139	0.8831168831168831	0.11688311688311692	297	Cefotaxime sodium salt	bacteria	35	NA
Cetrorelix	Prestw-222	0.8831168831168831	0.11688311688311692	297	Antimycin A	veterinary: infections	0	NA
Cetrorelix	Prestw-339	0.8833333333333333	0.1166666666666667	299	Guanfacine hydrochloride	human	0	NA
Cetrorelix	Prestw-627	0.8835616438356164	0.11643835616438358	300	Folic acid	human	2	NA
Cetrorelix	Prestw-59	0.8837209302325582	0.11627906976744184	301	Pheniramine maleate	human	0	NA
Cetrorelix	Prestw-779	0.8837209302325582	0.11627906976744184	301	Zomepirac sodium salt	human	0	NA
Cetrorelix	Prestw-1072	0.8840579710144928	0.1159420289855072	303	Lansoprazole	human	12	NA
Cetrorelix	Prestw-1508	0.8840579710144928	0.1159420289855072	303	Ibutilide fumarate	human	3	NA
Cetrorelix	Prestw-309	0.8840579710144928	0.1159420289855072	303	Amodiaquin dihydrochloride dihydrate	protozoa	5	NA
Cetrorelix	Prestw-824	0.8840579710144928	0.1159420289855072	303	Benzthiazide	human	0	NA
Cetrorelix	Prestw-992	0.8840579710144928	0.1159420289855072	303	Pizotifen malate	human	1	NA
Cetrorelix	Prestw-326	0.8842975206611571	0.11570247933884292	308	Methyldopa (L,-)	human	0	NA
Cetrorelix	Prestw-329	0.8842975206611571	0.11570247933884292	308	Tacrine hydrochloride	human	0	NA
Cetrorelix	Prestw-552	0.8842975206611571	0.11570247933884292	308	Selegiline hydrochloride	human	0	NA
Cetrorelix	Prestw-159	0.8843537414965986	0.11564625850340138	311	Dihydrostreptomycin sulfate	bacteria	5	NA
Cetrorelix	Prestw-1298	0.8846153846153846	0.11538461538461542	312	Lamivudine	viruses	0	NA
Cetrorelix	Prestw-262	0.8846153846153846	0.11538461538461542	312	Triprolidine hydrochloride	human	0	NA
Cetrorelix	Prestw-386	0.8846153846153846	0.11538461538461542	312	GBR 12909 dihydrochloride	human	7	NA
Cetrorelix	Prestw-458	0.8846153846153846	0.11538461538461542	312	Melatonin	human	0	NA
Cetrorelix	Prestw-375	0.8848920863309353	0.1151079136690647	316	Methiothepin maleate	human	12	NA
Cetrorelix	Prestw-1441	0.8851351351351351	0.11486486486486491	317	Mevastatin	human	1	NA
Cetrorelix	Prestw-505	0.8852459016393442	0.11475409836065575	318	Metaproterenol sulfate, orciprenaline sulfate	human	0	NA
Cetrorelix	Prestw-543	0.8852459016393442	0.11475409836065575	318	Betahistine mesylate	human	0	NA
Cetrorelix	Prestw-1137	0.8854961832061069	0.1145038167938931	320	Esmolol hydrochloride	human	0	NA
Cetrorelix	Prestw-236	0.8854961832061069	0.1145038167938931	320	Dilazep dihydrochloride	human	0	NA
Cetrorelix	Prestw-730	0.8854961832061069	0.1145038167938931	320	Balsalazide Sodium	human	0	NA
Cetrorelix	Prestw-812	0.8854961832061069	0.1145038167938931	320	Cromolyn disodium salt	human	0	NA
Cetrorelix	Prestw-827	0.8854961832061069	0.1145038167938931	320	Propantheline bromide	human	0	NA
Cetrorelix	Prestw-1206	0.8859649122807017	0.11403508771929827	325	Acetylcysteine	human	0	NA
Cetrorelix	Prestw-514	0.8859649122807017	0.11403508771929827	325	Pyrazinamide	bacteria	0	NA
Cetrorelix	Prestw-438	0.8860759493670886	0.11392405063291144	327	Doxorubicin hydrochloride	human	25	NA
Cetrorelix	Prestw-252	0.8861788617886179	0.11382113821138207	328	Diphenidol hydrochloride	human	0	NA
Cetrorelix	Prestw-715	0.8861788617886179	0.11382113821138207	328	Sulfachloropyridazine	veterinary: infections	0	NA
Cetrorelix	Prestw-791	0.8861788617886179	0.11382113821138207	328	(R) -Naproxen sodium salt	human	0	NA
Cetrorelix	Prestw-230	0.8863636363636364	0.11363636363636365	331	Phentolamine hydrochloride	human	0	NA
Cetrorelix	Prestw-461	0.8863636363636364	0.11363636363636365	331	Tropisetron HCl	human	0	NA
Cetrorelix	Prestw-8	0.8863636363636364	0.11363636363636365	331	Amprolium hydrochloride	veterinary: metazoan parasites	1	NA
Cetrorelix	Prestw-963	0.8863636363636364	0.11363636363636365	331	Enilconazole	veterinary: host animal	15	NA
Cetrorelix	Prestw-1001	0.8865248226950354	0.11347517730496459	335	Alfadolone acetate	human	0	NA
Cetrorelix	Prestw-360	0.8865248226950354	0.11347517730496459	335	Droperidol	human	1	NA
Cetrorelix	Prestw-365	0.8865248226950354	0.11347517730496459	335	Brinzolamide	human	0	NA
Cetrorelix	Prestw-1398	0.8869565217391304	0.11304347826086958	338	Dopamine hydrochloride	human	0	NA
Cetrorelix	Prestw-337	0.8870967741935484	0.11290322580645162	339	Procainamide hydrochloride	human	0	NA
Cetrorelix	Prestw-594	0.8870967741935484	0.11290322580645162	339	Diclofenac sodium	human	3	NA
Cetrorelix	Prestw-212	0.8872180451127819	0.1127819548872181	341	Pyrantel tartrate	metazoan parasites	0	NA
Cetrorelix	Prestw-53	0.8872180451127819	0.1127819548872181	341	Triflupromazine hydrochloride	human	6	NA
Cetrorelix	Prestw-794	0.8872180451127819	0.1127819548872181	341	Eucatropine hydrochloride	not a drug	0	NA
Cetrorelix	Prestw-805	0.8872180451127819	0.1127819548872181	341	Piromidic acid	bacteria	1	NA
Cetrorelix	Prestw-925	0.8872180451127819	0.1127819548872181	341	Thonzonium bromide	antiseptic	28	NA
Cetrorelix	Prestw-837	0.8874172185430463	0.11258278145695366	346	Carbenoxolone disodium salt	human	5	NA
Cetrorelix	Prestw-1392	0.888	0.11199999999999999	347	Dexfenfluramine hydrochloride	human	0	NA
Cetrorelix	Prestw-419	0.888	0.11199999999999999	347	Bisacodyl	human	0	NA
Cetrorelix	Prestw-554	0.888	0.11199999999999999	347	Tolazamide	human	0	NA
Cetrorelix	Prestw-694	0.888	0.11199999999999999	347	Sulfamerazine	bacteria	0	NA
Cetrorelix	Prestw-769	0.888	0.11199999999999999	347	Sulfameter	bacteria	0	NA
Cetrorelix	Prestw-871	0.888	0.11199999999999999	347	Iopamidol	human	0	NA
Cetrorelix	Prestw-475	0.8880597014925373	0.11194029850746268	353	Brompheniramine maleate	human	1	NA
Cetrorelix	Prestw-1038	0.8888888888888888	0.11111111111111116	354	Methyldopate hydrochloride	human	1	NA
Cetrorelix	Prestw-1064	0.8888888888888888	0.11111111111111116	354	Meprylcaine hydrochloride	human	0	NA
Cetrorelix	Prestw-1502	0.8888888888888888	0.11111111111111116	354	Acamprosate calcium	human	0	NA
Cetrorelix	Prestw-587	0.8888888888888888	0.11111111111111116	354	Cilostazol	human	1	NA
Cetrorelix	Prestw-660	0.8888888888888888	0.11111111111111116	354	Avermectin B1a	metazoan parasites	13	NA
Cetrorelix	Prestw-770	0.8888888888888888	0.11111111111111116	354	Isopropamide iodide	human	0	NA
Cetrorelix	Prestw-80	0.8888888888888888	0.11111111111111116	354	Trimethobenzamide hydrochloride	human	0	NA
Cetrorelix	Prestw-916	0.8888888888888888	0.11111111111111116	354	Nitrendipine	human	1	NA
Cetrorelix	Prestw-737	0.8895705521472392	0.11042944785276076	362	Atractyloside potassium salt	not a drug	0	NA
Cetrorelix	Prestw-271	0.8896551724137931	0.1103448275862069	363	Vincamine	human	0	NA
Cetrorelix	Prestw-796	0.8897058823529411	0.11029411764705888	364	Lithocholic acid	not a drug	0	NA
Cetrorelix	Prestw-1075	0.889763779527559	0.11023622047244097	365	(R)-Propranolol hydrochloride	human	0	NA
Cetrorelix	Prestw-1081	0.889763779527559	0.11023622047244097	365	(S)-propranolol hydrochloride	human	0	NA
Cetrorelix	Prestw-701	0.889763779527559	0.11023622047244097	365	Trihexyphenidyl-D,L Hydrochloride	human	0	NA
Cetrorelix	Prestw-844	0.889763779527559	0.11023622047244097	365	Procyclidine hydrochloride	human	0	NA
Cetrorelix	Prestw-993	0.889763779527559	0.11023622047244097	365	Ribavirin	viruses	4	NA
Cetrorelix	Prestw-22	0.8898305084745762	0.11016949152542377	370	Panthenol (D)	human	0	NA
Cetrorelix	Prestw-270	0.8898305084745762	0.11016949152542377	370	Fendiline hydrochloride	human	11	NA
Cetrorelix	Prestw-783	0.8898305084745762	0.11016949152542377	370	Clofibric acid	not a drug	0	NA
Cetrorelix	Prestw-281	0.8904109589041096	0.1095890410958904	373	Fludrocortisone acetate	human	0	NA
Cetrorelix	Prestw-114	0.8905109489051095	0.10948905109489049	374	Ampicillin trihydrate	bacteria	35	NA
Cetrorelix	Prestw-499	0.8905109489051095	0.10948905109489049	374	Propafenone hydrochloride	human	0	NA
Cetrorelix	Prestw-1334	0.890625	0.109375	376	Rivastigmine	human	1	NA
Cetrorelix	Prestw-21	0.890625	0.109375	376	Sulfaphenazole	bacteria	1	NA
Cetrorelix	Prestw-246	0.890625	0.109375	376	Pinacidil	human	0	NA
Cetrorelix	Prestw-31	0.890625	0.109375	376	Chloramphenicol	bacteria	40	NA
Cetrorelix	Prestw-55	0.890625	0.109375	376	Acetohexamide	human	0	NA
Cetrorelix	Prestw-649	0.890625	0.109375	376	Etanidazole	protozoa	0	NA
Cetrorelix	Prestw-749	0.890625	0.109375	376	Isoetharine mesylate salt	human	0	NA
Cetrorelix	Prestw-979	0.890625	0.109375	376	Ozagrel hydrochloride	human	0	NA
Cetrorelix	Prestw-169	0.8907563025210085	0.10924369747899154	384	Hydralazine hydrochloride	human	0	NA
Cetrorelix	Prestw-1009	0.891156462585034	0.108843537414966	385	Pivampicillin	bacteria	20	NA
Cetrorelix	Prestw-719	0.891156462585034	0.108843537414966	385	Cephalothin sodium salt	bacteria	34	NA
Cetrorelix	Prestw-843	0.891156462585034	0.108843537414966	385	Nafcillin sodium salt monohydrate	bacteria	27	NA
Cetrorelix	Prestw-566	0.8913043478260869	0.10869565217391308	388	Eserine hemisulfate salt	human	0	NA
Cetrorelix	Prestw-676	0.8914285714285715	0.10857142857142854	389	Beta-Escin	not a drug	0	NA
Cetrorelix	Prestw-180	0.8914728682170543	0.10852713178294571	390	Flutamide	human	1	NA
Cetrorelix	Prestw-194	0.8914728682170543	0.10852713178294571	390	Nimesulide	human	3	NA
Cetrorelix	Prestw-213	0.8914728682170543	0.10852713178294571	390	Fenspiride hydrochloride	human	0	NA
Cetrorelix	Prestw-348	0.8914728682170543	0.10852713178294571	390	Chlorprothixene hydrochloride	human	18	NA
Cetrorelix	Prestw-63	0.8914728682170543	0.10852713178294571	390	Nifedipine	human	0	NA
Cetrorelix	Prestw-728	0.8914728682170543	0.10852713178294571	390	Sulfadimethoxine	bacteria	0	NA
Cetrorelix	Prestw-92	0.8914728682170543	0.10852713178294571	390	Zimelidine dihydrochloride monohydrate	human	0	NA
Cetrorelix	Prestw-1027	0.8916666666666667	0.10833333333333328	397	Tocainide hydrochloride	human	0	NA
Cetrorelix	Prestw-1471	0.8916666666666667	0.10833333333333328	397	Amfepramone hydrochloride	human	0	NA
Cetrorelix	Prestw-23	0.8916666666666667	0.10833333333333328	397	Sulfadiazine	bacteria	0	NA
Cetrorelix	Prestw-726	0.8916666666666667	0.10833333333333328	397	Mephentermine hemisulfate	human	0	NA
Cetrorelix	Prestw-1263	0.8918918918918919	0.10810810810810811	401	Cefdinir	bacteria	34	NA
Cetrorelix	Prestw-363	0.8920863309352518	0.1079136690647482	402	Colchicine	human	1	NA
Cetrorelix	Prestw-432	0.8920863309352518	0.1079136690647482	402	Corticosterone	not a drug	0	NA
Cetrorelix	Prestw-109	0.8923076923076924	0.10769230769230764	404	Dizocilpine maleate	human	0	NA
Cetrorelix	Prestw-1390	0.8923076923076924	0.10769230769230764	404	Desloratadine	human	0	NA
Cetrorelix	Prestw-1488	0.8923076923076924	0.10769230769230764	404	Penciclovir	viruses	0	NA
Cetrorelix	Prestw-217	0.8923076923076924	0.10769230769230764	404	Mebendazole	metazoan parasites	0	NA
Cetrorelix	Prestw-255	0.8923076923076924	0.10769230769230764	404	Niflumic acid	human	0	NA
Cetrorelix	Prestw-935	0.8923076923076924	0.10769230769230764	404	(-)-MK 801 hydrogen maleate	human	0	NA
Cetrorelix	Prestw-487	0.8924050632911392	0.10759493670886078	410	Daunorubicin hydrochloride	human	32	NA
Cetrorelix	Prestw-219	0.8925619834710744	0.1074380165289256	411	Ketoprofen	human	0	NA
Cetrorelix	Prestw-898	0.8925619834710744	0.1074380165289256	411	Dioxybenzone	not a drug	0	NA
Cetrorelix	Prestw-98	0.8925619834710744	0.1074380165289256	411	Acetylsalicylsalicylic acid	not a drug	0	NA
Cetrorelix	Prestw-753	0.8926174496644296	0.10738255033557043	414	Demeclocycline hydrochloride	bacteria	40	NA
Cetrorelix	Prestw-1505	0.8928571428571429	0.1071428571428571	415	Valacyclovir hydrochloride	viruses	0	NA
Cetrorelix	Prestw-303	0.8928571428571429	0.1071428571428571	415	Telenzepine dihydrochloride	human	0	NA
Cetrorelix	Prestw-42	0.8931297709923665	0.10687022900763354	417	Moxisylyte hydrochoride	human	0	NA
Cetrorelix	Prestw-424	0.8931297709923665	0.10687022900763354	417	Cephalosporanic acid, 7-amino	bacteria	12	NA
Cetrorelix	Prestw-780	0.8931297709923665	0.10687022900763354	417	Cinoxacin	bacteria	5	NA
Cetrorelix	Prestw-822	0.8931297709923665	0.10687022900763354	417	Clidinium bromide	human	0	NA
Cetrorelix	Prestw-1015	0.8934426229508197	0.10655737704918034	421	Ethamsylate	human	0	NA
Cetrorelix	Prestw-1352	0.8934426229508197	0.10655737704918034	421	Tulobuterol	human	0	NA
Cetrorelix	Prestw-243	0.8934426229508197	0.10655737704918034	421	Bufexamac	human	1	NA
Cetrorelix	Prestw-245	0.8934426229508197	0.10655737704918034	421	Dropropizine (R,S)	human	0	NA
Cetrorelix	Prestw-45	0.8934426229508197	0.10655737704918034	421	Naproxen	human	0	NA
Cetrorelix	Prestw-707	0.8934426229508197	0.10655737704918034	421	Diphenylpyraline hydrochloride	human	0	NA
Cetrorelix	Prestw-954	0.8934426229508197	0.10655737704918034	421	Tyloxapol	human	0	NA
Cetrorelix	Prestw-238	0.8936170212765957	0.1063829787234043	428	Lomefloxacin hydrochloride	bacteria	28	NA
Cetrorelix	Prestw-265	0.8936170212765957	0.1063829787234043	428	Dimenhydrinate	human	0	NA
Cetrorelix	Prestw-688	0.8936170212765957	0.1063829787234043	428	Estropipate	human	1	NA
Cetrorelix	Prestw-435	0.89375	0.10624999999999996	431	Cyclosporin A	human	8	NA
Cetrorelix	Prestw-297	0.8939393939393939	0.10606060606060608	432	Benzydamine hydrochloride	human	2	NA
Cetrorelix	Prestw-630	0.8939393939393939	0.10606060606060608	432	Dimethisoquin hydrochloride	human	2	NA
Cetrorelix	Prestw-806	0.8939393939393939	0.10606060606060608	432	Trimipramine maleate salt	human	0	NA
Cetrorelix	Prestw-839	0.8939393939393939	0.10606060606060608	432	Ganciclovir	viruses	0	NA
Cetrorelix	Prestw-321	0.8940397350993378	0.10596026490066224	436	Streptomycin sulfate	bacteria	1	NA
Cetrorelix	Prestw-1194	0.8943089430894309	0.10569105691056913	437	Thimerosal	antiseptic	36	NA
Cetrorelix	Prestw-343	0.8943089430894309	0.10569105691056913	437	Desipramine hydrochloride	human	1	NA
Cetrorelix	Prestw-693	0.8943089430894309	0.10569105691056913	437	Promazine hydrochloride	human	13	NA
Cetrorelix	Prestw-762	0.8943089430894309	0.10569105691056913	437	Sulfapyridine	bacteria	1	NA
Cetrorelix	Prestw-87	0.8943089430894309	0.10569105691056913	437	Diazoxide	human	0	NA
Cetrorelix	Prestw-887	0.8943089430894309	0.10569105691056913	437	Oxybenzone	not a drug	0	NA
Cetrorelix	Prestw-387	0.8943661971830986	0.10563380281690138	443	Carbetapentane citrate	human	0	NA
Cetrorelix	Prestw-204	0.8947368421052632	0.10526315789473684	444	Flumequine	bacteria	29	NA
Cetrorelix	Prestw-27	0.8947368421052632	0.10526315789473684	444	Doxylamine succinate	human	0	NA
Cetrorelix	Prestw-746	0.8947368421052632	0.10526315789473684	444	Glycopyrrolate	human	0	NA
Cetrorelix	Prestw-832	0.8947368421052632	0.10526315789473684	444	Cefoxitin sodium salt	bacteria	36	NA
Cetrorelix	Prestw-456	0.8950617283950617	0.1049382716049383	448	Meclocycline sulfosalicylate	bacteria	40	NA
Cetrorelix	Prestw-184	0.8951612903225806	0.10483870967741937	449	Methocarbamol	human	0	NA
Cetrorelix	Prestw-205	0.8951612903225806	0.10483870967741937	449	Tolfenamic acid	human	14	NA
Cetrorelix	Prestw-290	0.8951612903225806	0.10483870967741937	449	Sulfinpyrazone	human	0	NA
Cetrorelix	Prestw-388	0.8951612903225806	0.10483870967741937	449	Dequalinium dichloride	antiseptic	30	NA
Cetrorelix	Prestw-423	0.8951612903225806	0.10483870967741937	449	Carisoprodol	human	0	NA
Cetrorelix	Prestw-46	0.8951612903225806	0.10483870967741937	449	Naphazoline hydrochloride	human	0	NA
Cetrorelix	Prestw-500	0.8951612903225806	0.10483870967741937	449	Ethamivan	human	0	NA
Cetrorelix	Prestw-631	0.8955223880597015	0.10447761194029848	456	Thiamine hydrochloride	human	1	NA
Cetrorelix	Prestw-658	0.8955223880597015	0.10447761194029848	456	Suxibuzone	human	0	NA
Cetrorelix	Prestw-760	0.8955223880597015	0.10447761194029848	456	Pipenzolate bromide	human	0	NA
Cetrorelix	Prestw-161	0.8956521739130435	0.10434782608695647	459	Isoniazid	bacteria	0	NA
Cetrorelix	Prestw-893	0.8956521739130435	0.10434782608695647	459	Felbinac	human	0	NA
Cetrorelix	Prestw-949	0.8956521739130435	0.10434782608695647	459	(+,-)-Octopamine hydrochloride	human	0	NA
Cetrorelix	Prestw-1154	0.8958333333333334	0.10416666666666663	462	Nilvadipine	human	2	NA
Cetrorelix	Prestw-859	0.8958333333333334	0.10416666666666663	462	Fluvastatin sodium salt	human	0	NA
Cetrorelix	Prestw-1199	0.896	0.10399999999999998	464	Tripelennamine hydrochloride	human	0	NA
Cetrorelix	Prestw-75	0.896	0.10399999999999998	464	Adiphenine hydrochloride	human	0	NA
Cetrorelix	Prestw-1405	0.8962962962962963	0.10370370370370374	466	Ethinylestradiol	human	0	NA
Cetrorelix	Prestw-216	0.8962962962962963	0.10370370370370374	466	Tiapride hydrochloride	human	0	NA
Cetrorelix	Prestw-641	0.8962962962962963	0.10370370370370374	466	Sulmazole	not a drug	0	NA
Cetrorelix	Prestw-845	0.8962962962962963	0.10370370370370374	466	Amiprilose hydrochloride	not a drug	3	NA
Cetrorelix	Prestw-961	0.8962962962962963	0.10370370370370374	466	Denatonium benzoate	not a drug	0	NA
Cetrorelix	Prestw-1486	0.896551724137931	0.10344827586206895	471	Cortisol acetate	human	0	NA
Cetrorelix	Prestw-460	0.896551724137931	0.10344827586206895	471	Dinoprost trometamol	human	0	NA
Cetrorelix	Prestw-724	0.8968253968253969	0.10317460317460314	473	Sulfamethoxypyridazine	bacteria	0	NA
Cetrorelix	Prestw-910	0.8968253968253969	0.10317460317460314	473	Nisoxetine hydrochloride	not a drug	0	NA
Cetrorelix	Prestw-748	0.896969696969697	0.10303030303030303	475	Monensin sodium salt	veterinary: infections	33	NA
