chem_id	umap1	umap2	Chemical Library	ProductName	n_predicted_inhibited_strains	antibiotic	Reported Activity
HY-101398	6.585866	10.626855	MCE	Coproporphyrin III	5	not_abx	NA
HY-14852A	7.1209292	13.413007	MCE	Tafamidis meglumine	5	not_abx	NA
HY-N0433	-0.1577985	3.7177851	MCE	Astragaloside II	5	not_abx	NA
HY-10373	6.5127645	9.799381	MCE	Trimetrexate	5	not_abx	NA
HY-B0266	4.9956884	2.854382	MCE	Gadodiamide (hydrate)	5	not_abx	NA
HY-N0146	9.199337	12.0548115	MCE	Quercetin (dihydrate)	5	not_abx	NA
HY-125848	-0.3052076	3.3714864	MCE	Ginsenoside F2	5	not_abx	NA
HY-13782A	7.991593	1.9392941	MCE	Tenofovir (Disoproxil)	5	not_abx	NA
HY-N1376	-0.30467176	3.4752998	MCE	20(R)-Ginsenoside Rg3	5	not_abx	NA
HY-B2239	7.8121395	2.3883357	MCE	Riboflavin Tetrabutyrate	5	not_abx	NA
HY-50706A	6.3492584	9.734897	MCE	Selumetinib (sulfate)	5	not_abx	NA
HY-50706	6.3213534	9.831924	MCE	Selumetinib	5	not_abx	NA
HY-N1429	1.1572776	5.4794464	MCE	Taurochenodeoxycholic acid (sodium salt)	5	not_abx	NA
HY-113061	7.122069	0.8335212	MCE	Pseudouridine	5	not_abx	NA
HY-19528	8.399223	1.3177556	MCE	SAH	5	not_abx	NA
HY-18085	9.191687	12.021967	MCE	Quercetin	5	not_abx	NA
HY-17566	5.4090743	2.3684616	MCE	Capreomycin (sulfate)	5	abx	NA
HY-N2335	7.599425	12.776245	MCE	Coumestrol	5	not_abx	NA
HY-17430	6.818984	5.9469924	MCE	Amprenavir	5	not_abx	NA
HY-16582	7.529767	7.8622427	MCE	Sonidegib (diphosphate)	5	not_abx	NA
HY-16582A	7.5748096	7.9733596	MCE	Sonidegib	5	not_abx	NA
HY-16771	5.5002794	5.0314193	MCE	Valbenazine	5	not_abx	NA
HY-17406	11.080598	7.8926797	MCE	Tolcapone	5	not_abx	NA
HY-13782	7.9809213	1.9594152	MCE	Tenofovir (Disoproxil Fumarate)	5	not_abx	NA
HY-B2235	3.7302947	2.9781618	MCE	Lecithin	5	not_abx	NA
HY-N7074	3.4450896	3.1260695	MCE	Lanolin	5	not_abx	NA
HY-N0888	-0.24610546	3.6604147	MCE	Isoastragaloside II	5	not_abx	NA
HY-10999A	6.6120872	9.289907	MCE	Trametinib (DMSO solvate)	5	not_abx	NA
HY-B1654A	8.209677	0.9303445	MCE	Flavin adenine dinucleotide (disodium salt)	5	not_abx	NA
HY-15414	6.5226927	7.697541	MCE	Vortioxetine	5	not_abx	NA
HY-N1201	9.085354	11.793196	MCE	Apigenin	5	not_abx	NA
HY-15414A	6.5318513	7.736917	MCE	Vortioxetine (hydrobromide)	5	not_abx	NA
HY-B1150	7.120208	6.727521	MCE	Clofoctol	4	abx	NA
HY-16297	5.122304	8.613768	MCE	Abemaciclib (methanesulfonate)	4	not_abx	NA
HY-16297A	5.2053175	8.72967	MCE	Abemaciclib	4	not_abx	NA
HY-12432A	5.3498883	5.7124605	MCE	Gilteritinib hemifumarate	4	not_abx	NA
HY-107799	2.8994129	2.616002	MCE	Castor oil	4	not_abx	NA
HY-B0799	4.753695	8.588248	MCE	Dihydroergotoxine (mesylate)	4	not_abx	NA
HY-N0776	9.09972	11.940746	MCE	Isorhamnetin	4	not_abx	NA
HY-A0005	8.642941	0.8396301	MCE	Clofarabine	4	not_abx	NA
HY-N2515	-0.29118204	3.3793359	MCE	Ginsenoside Rk1	4	not_abx	NA
HY-17369	5.9104576	5.179622	MCE	Tirofiban (hydrochloride monohydrate)	4	not_abx	NA
HY-14881A	6.136957	11.012139	MCE	Bedaquiline (fumarate)	4	not_abx	NA
HY-14263	5.879459	7.7208004	MCE	Pericyazine	4	not_abx	NA
HY-10158	5.8204875	9.595623	MCE	Bosutinib	4	not_abx	NA
HY-100549	6.2219214	8.645144	MCE	(S)-Crizotinib	4	not_abx	NA
HY-50878A	6.3027635	8.66027	MCE	Crizotinib (hydrochloride)	4	not_abx	NA
HY-50878	6.310274	8.524834	MCE	Crizotinib	4	not_abx	NA
HY-B1479B	6.18593	5.1607814	MCE	Emetine (dihydrochloride hydrate)	4	not_abx	NA
HY-76260	2.5332358	3.4733987	MCE	Faropenem sodium	4	abx	NA
HY-12316	0.6678471	4.9325204	MCE	20(S)-Hydroxycholesterol	4	not_abx	NA
HY-15233	6.8329296	7.26168	MCE	Letermovir	4	not_abx	NA
HY-109513	12.304026	3.9298103	MCE	Ioxilan	4	not_abx	NA
HY-10064	5.1522465	8.221441	MCE	Ticagrelor	4	not_abx	NA
HY-B0391	5.6100025	10.6974125	MCE	Naftopidil	4	not_abx	NA
HY-N1881	9.056547	11.673223	MCE	4',5-Dihydroxyflavone	4	not_abx	NA
HY-14904A	6.3185334	9.777989	MCE	Umifenovir (hydrochloride)	4	not_abx	NA
HY-B1217	3.956251	-1.4039012	MCE	Bronopol	3	not_abx	NA
HY-13781	8.205121	5.815018	MCE	Pemetrexed (disodium hemipenta hydrate)	3	not_abx	NA
HY-B2078A	6.6223516	6.706072	MCE	Eprazinone (dihydrochloride)	3	not_abx	NA
HY-B1080	6.5952716	5.9454613	MCE	Tilorone (dihydrochloride)	3	not_abx	NA
HY-B1864B	3.0217464	-0.85659695	MCE	Kasugamycin (hydrochloride hydrate)	3	not_abx	NA
HY-B1182	7.92593	12.262267	MCE	Chromocarb	3	not_abx	NA
HY-17040	6.6898518	5.578349	MCE	Darunavir	3	not_abx	NA
HY-N0167	-0.34596306	3.1023068	MCE	Gynostemma Extract	3	not_abx	NA
HY-17041	6.8338203	5.3405075	MCE	Darunavir (Ethanolate)	3	not_abx	NA
HY-N6856	7.879953	12.401379	MCE	4-Hydroxycoumarin	3	not_abx	NA
HY-19733	5.254186	6.470785	MCE	Lumateperone (tosylate)	3	not_abx	NA
HY-30152	7.7651296	12.707663	MCE	Xanthotoxol	3	not_abx	NA
HY-N1485	0.360637	5.794273	MCE	Astramembrangenin	3	not_abx	NA
HY-N1401	0.06905841	4.1257553	MCE	20(R)-Ginsenoside Rh2	3	not_abx	NA
HY-70037	5.795381	10.910084	MCE	Cinacalcet	3	not_abx	NA
HY-70037A	5.7267323	10.872172	MCE	Cinacalcet (hydrochloride)	3	not_abx	NA
HY-N0904	0.021635111	4.0598087	MCE	Ginsenoside C-K	3	not_abx	NA
HY-A0010	5.8899055	10.051801	MCE	Eletriptan (hydrobromide)	3	not_abx	NA
HY-N0604	-0.04965849	3.9820125	MCE	Ginsenoside Rh1	3	not_abx	NA
HY-N0322	0.6312393	5.0274196	MCE	Cholesterol	3	not_abx	NA
HY-15005	7.0540814	5.001768	MCE	Sofosbuvir	3	not_abx	NA
HY-14957	6.265431	10.043885	MCE	Ozenoxacin	3	abx	NA
HY-N0598	-0.023762532	3.9836454	MCE	Ginsenoside F1	3	not_abx	NA
HY-N0596	0.41836837	5.8181767	MCE	Panaxadiol	3	not_abx	NA
HY-N0485	9.604259	4.8800597	MCE	Liensinine (Diperchlorate)	3	not_abx	NA
HY-N0482	10.7124405	4.8235655	MCE	Phillyrin	3	not_abx	NA
HY-N0432	-0.19561341	3.7370586	MCE	Astragaloside I	3	not_abx	NA
HY-14885A	5.617531	4.98975	MCE	Eliglustat (hemitartrate)	3	not_abx	NA
HY-14881	6.1624093	11.007352	MCE	Bedaquiline	3	not_abx	NA
HY-N0424	0.4835789	5.7531886	MCE	Cycloastragenol	3	not_abx	NA
HY-B0592	5.551607	5.882885	MCE	Trandolapril	3	not_abx	NA
HY-N0605	0.026551425	4.115141	MCE	Ginsenoside Rh2	3	not_abx	NA
HY-B2119	1.1492971	5.4209995	MCE	Sodium tauroglycocholate	3	not_abx	NA
HY-10274A	7.0041265	8.171537	MCE	Dabigatran etexilate (mesylate)	3	not_abx	NA
HY-10004	4.7355347	4.795888	MCE	Faropenem daloxate	3	abx	NA
HY-126307	7.5950356	12.587461	MCE	Urolithin B	3	not_abx	NA
HY-10274	7.0185905	8.239571	MCE	Dabigatran etexilate	3	not_abx	NA
HY-13238	5.6310096	7.246523	MCE	Dolutegravir	3	not_abx	NA
HY-10119	4.3111033	6.7587757	MCE	Vorapaxar	3	not_abx	NA
HY-122942	9.17295	11.885151	MCE	Moracin M	3	not_abx	NA
HY-13669	4.194606	3.3166363	MCE	Lomustine	3	not_abx	NA
HY-112530	3.40304	2.9818034	MCE	1,2-Distearoyl-sn-glycero-3-phosphorylethanolamine	3	not_abx	NA
HY-100599	7.659867	12.653217	MCE	Urolithin A	3	not_abx	NA
HY-107372	7.501313	0.58482385	MCE	Uridine triphosphate	3	not_abx	NA
HY-W011552	8.501527	0.9612174	MCE	2'-O-Methyladenosine	3	not_abx	NA
HY-B1548	8.44756	7.4527373	MCE	Benznidazol	2	not_abx	NA
HY-N1981	3.0523024	2.531838	MCE	Triolein	2	not_abx	NA
HY-W011540	8.828251	1.1858337	MCE	8-Hydroxy-2'-deoxyguanosine	2	not_abx	NA
HY-B0768A	6.789896	6.687389	MCE	Lomerizine dihydrochloride	2	not_abx	NA
HY-128851	7.858881	1.4718896	MCE	Coenzyme A	2	not_abx	NA
HY-B0760	10.188865	7.5813937	MCE	Fenofibric acid	2	not_abx	NA
HY-N0281	7.9533124	12.478795	MCE	Daphnetin	2	not_abx	NA
HY-N0284	7.967534	12.465934	MCE	Esculetin	2	not_abx	NA
HY-100806	7.1469483	12.041239	MCE	Kynurenic acid	2	not_abx	NA
HY-18253	5.338068	8.66901	MCE	Udenafil	2	not_abx	NA
HY-18767	6.0406466	8.225181	MCE	Ivosidenib	2	not_abx	NA
HY-14736	8.244196	10.425771	MCE	Azilsartan medoxomil	2	not_abx	NA
HY-18981	7.125755	10.970232	MCE	Decursin	2	not_abx	NA
HY-14751	5.9028897	6.779571	MCE	Rolapitant	2	not_abx	NA
HY-14763A	4.866557	5.3160114	MCE	Cariprazine (hydrochloride)	2	not_abx	NA
HY-N0092	8.697976	0.8916266	MCE	Inosine	2	not_abx	NA
HY-B0617A	8.374224	1.2642634	MCE	S-Adenosyl-L-methionine (tosylate)	2	not_abx	NA
HY-15148	8.055413	6.930065	MCE	Tipranavir	2	not_abx	NA
HY-W017113	7.155822	11.797476	MCE	2-Mercaptobenzothiazole	2	not_abx	NA
HY-B0584	6.5489774	4.5562406	MCE	Travoprost	2	not_abx	NA
HY-N1486	-0.04782838	5.90811	MCE	Ursonic acid	2	not_abx	NA
HY-14739	7.322944	6.5776014	MCE	Choline Fenofibrate	2	not_abx	NA
HY-15232B	6.177454	8.279758	MCE	Tenofovir alafenamide hemifumarate	2	not_abx	NA
HY-N2094	2.4387808	-1.6366388	MCE	Genipin 1-β-D-gentiobioside	2	not_abx	NA
HY-15232A	6.219049	8.268332	MCE	Tenofovir alafenamide fumarate	2	not_abx	NA
HY-12085	9.053178	7.0650373	MCE	Apremilast	2	not_abx	NA
HY-N0083	0.18728153	5.949473	MCE	Betulin	2	not_abx	NA
HY-N0097	8.646215	1.0148615	MCE	Guanosine	2	not_abx	NA
HY-N6972	9.627914	4.805024	MCE	Cepharanthine	2	not_abx	NA
HY-16504	4.5722795	5.865905	MCE	Treprostinil (sodium)	2	not_abx	NA
HY-B1268	3.3001428	2.6512258	MCE	Docusate (Sodium)	2	not_abx	NA
HY-17000	9.240496	8.232275	MCE	Tolvaptan	2	not_abx	NA
HY-15605	6.2727947	8.7344885	MCE	Encorafenib	2	not_abx	NA
HY-N0134	8.407923	11.48785	MCE	Tanshinone I	2	not_abx	NA
HY-B0964	6.2671194	10.040097	MCE	Riboflavin (phosphate sodium)	2	not_abx	NA
HY-15449	8.968138	11.781031	MCE	Kaempferide	2	not_abx	NA
HY-15448	5.1781034	9.300254	MCE	Tezacaftor	2	not_abx	NA
HY-B0958	2.222756	3.0183928	MCE	Mupirocin	2	abx	NA
HY-N0045	-0.24563625	3.46324	MCE	Ginsenoside Rg1	2	not_abx	NA
HY-12678	5.5207925	9.171627	MCE	Entrectinib	2	not_abx	NA
HY-15388	7.5555935	8.073246	MCE	Tazarotene	2	not_abx	NA
HY-B1339	3.024196	4.245144	MCE	Dicyclomine (hydrochloride)	2	not_abx	NA
HY-113291	8.587439	0.9615821	MCE	5'-Deoxyadenosine	2	not_abx	NA
HY-15296	4.9192514	8.674088	MCE	Cabergoline	2	not_abx	NA
HY-N0180	0.054156605	6.015858	MCE	18β-Glycyrrhetinic acid	2	not_abx	NA
HY-10201	9.311626	9.281797	MCE	Sorafenib	2	not_abx	NA
HY-10201A	9.302863	9.202145	MCE	Sorafenib (Tosylate)	2	not_abx	NA
HY-113262	8.719091	1.0582489	MCE	8-Hydroxyguanosine	2	not_abx	NA
HY-17507B	7.5055957	10.504238	MCE	Pantoprazole (sodium hydrate)	2	not_abx	NA
HY-70053	7.330753	6.434279	MCE	Fesoterodine	2	not_abx	NA
HY-W004520	7.2096725	11.801696	MCE	Phenazine (methylsulfate)	2	not_abx	NA
HY-13701	8.521304	0.9780512	MCE	Nelarabine	2	not_abx	NA
HY-13585	4.453293	3.3020272	MCE	Carmustine	2	not_abx	NA
HY-A0130	8.622199	9.107096	MCE	Sulfalene	2	abx	NA
HY-B0061	3.9311976	4.4848375	MCE	Tandospirone (citrate)	2	not_abx	NA
HY-10617	6.206944	10.118363	MCE	Rucaparib (phosphate)	2	not_abx	NA
HY-A0030	7.3857713	6.4247975	MCE	Fesoterodine (fumarate)	2	not_abx	NA
HY-13627	3.7445216	6.261259	MCE	Estramustine (phosphate sodium)	2	not_abx	NA
HY-10529	0.18042572	5.9785733	MCE	Betulinic acid	2	not_abx	NA
HY-B0218	3.250668	3.160438	MCE	Orlistat	2	not_abx	NA
HY-A0095	5.417779	9.553657	MCE	Flibanserin	2	not_abx	NA
HY-107819	0.6358037	5.224363	MCE	5α-Cholestan-3β-ol	2	not_abx	NA
HY-A0118A	2.1722133	3.366657	MCE	Naloxegol (oxalate)	2	not_abx	NA
HY-10453	6.691446	5.701024	MCE	Ixazomib	2	not_abx	NA
HY-W008566	7.1816597	12.034319	MCE	Norharmane	2	not_abx	NA
HY-14184	6.6645184	8.509093	MCE	Macitentan	2	not_abx	NA
HY-13703A	6.5543857	2.7498221	MCE	Nimustine (hydrochloride)	2	not_abx	NA
HY-Y1309	7.2737913	12.286094	MCE	1-Naphthol	2	not_abx	NA
HY-10586	7.3377786	1.1832867	MCE	5-Azacytidine	2	not_abx	NA
HY-B0447A	9.677622	5.5842495	MCE	L-Epinephrine (Bitartrate)	2	not_abx	NA
HY-A0004	7.3061147	1.164053	MCE	Decitabine	2	not_abx	NA
HY-B0167A	11.866215	8.167257	MCE	Sodium Salicylate	2	not_abx	NA
HY-B0263	7.491548	11.075859	MCE	Thiabendazole	2	not_abx	NA
HY-10999	6.5600166	9.464938	MCE	Trametinib	2	not_abx	NA
HY-106353	0.453273	5.5812	MCE	Smilagenin	2	not_abx	NA
HY-17440	1.2542654	5.3118277	MCE	Rocuronium (Bromide)	1	not_abx	NA
HY-N2302	1.4676317	2.3572824	MCE	Fucoxanthin	1	not_abx	NA
HY-N0697	2.4155512	-1.256211	MCE	Crocin	1	not_abx	NA
HY-10181A	6.0879726	8.403201	MCE	Dasatinib (hydrochloride)	1	not_abx	NA
HY-B0822	6.348926	8.979844	MCE	Fipronil	1	not_abx	NA
HY-B0025	3.280164	-0.8352767	MCE	Voglibose	1	not_abx	NA
HY-B0933	4.6765256	3.0768428	MCE	Gadoteridol	1	not_abx	NA
HY-N0169	0.66006637	5.6507325	MCE	Hyodeoxycholic acid	1	not_abx	NA
HY-N0731	8.971717	11.724727	MCE	Genkwanin	1	not_abx	NA
HY-101884	4.812113	3.1385512	MCE	Biocytin	1	not_abx	NA
HY-10209	6.756276	8.966218	MCE	Masitinib	1	not_abx	NA
HY-N0714	9.603193	4.815812	MCE	Berbamine	1	not_abx	NA
HY-N0593	0.68787116	5.6925974	MCE	Deoxycholic acid	1	not_abx	NA
HY-10821	6.755331	10.03993	MCE	Raltitrexed	1	not_abx	NA
HY-101916	2.5841706	-2.009936	MCE	Heparan Sulfate	1	not_abx	NA
HY-N2334	1.0033249	5.4729652	MCE	Glycochenodeoxycholic acid	1	not_abx	NA
HY-17410	5.4323525	9.271712	MCE	Iloperidone	1	not_abx	NA
HY-N0553	-0.37633026	3.063643	MCE	Gypenoside XVII	1	not_abx	NA
HY-N0714A	9.590206	4.801489	MCE	Berbamine (dihydrochloride)	1	not_abx	NA
HY-102003	5.22907	8.729985	MCE	Rucaparib (Camsylate)	1	not_abx	NA
HY-N0177	0.56021845	5.2663026	MCE	Diosgenin	1	not_abx	NA
HY-17431	6.8086686	5.762964	MCE	Fosamprenavir (Calcium Salt)	1	not_abx	NA
HY-11106	6.469918	9.186222	MCE	Nintedanib esylate	1	not_abx	NA
HY-N2559	2.234681	-2.5623553	MCE	Maltohexaose	1	not_abx	NA
HY-16749	7.4185557	10.304184	MCE	Pexidartinib	1	not_abx	NA
HY-12047	6.4260054	9.251979	MCE	Ponatinib	1	not_abx	NA
HY-16217	4.6966963	3.0677834	MCE	Gadobutrol	1	not_abx	NA
HY-B0133	2.0981429	2.623045	MCE	Natamycin	1	abx	NA
HY-16391	5.882079	9.211929	MCE	Glasdegib	1	not_abx	NA
HY-16474	6.530286	9.658685	MCE	Relugolix	1	not_abx	NA
HY-N0680	7.501806	9.162877	MCE	Thiamine (hydrochloride)	1	not_abx	NA
HY-16488	9.037086	10.848941	MCE	Temoporfin	1	not_abx	NA
HY-B1131	1.0428501	5.4701667	MCE	Taurocholic acid (sodium salt hydrate)	1	not_abx	NA
HY-10619B	6.0250607	10.130268	MCE	Niraparib (tosylate)	1	not_abx	NA
HY-B1122	5.233258	0.33947173	MCE	L-Cycloserine	1	not_abx	NA
HY-16562	5.1411376	8.9068	MCE	Irinotecan	1	not_abx	NA
HY-16562A	5.1038446	8.964551	MCE	Irinotecan (hydrochloride)	1	not_abx	NA
HY-16568	5.0910454	8.928798	MCE	Irinotecan (hydrochloride trihydrate)	1	not_abx	NA
HY-16749A	7.498288	10.37314	MCE	Pexidartinib (hydrochloride)	1	not_abx	NA
HY-17373	5.806677	8.223728	MCE	Posaconazole	1	not_abx	NA
HY-10619A	6.0268416	10.096882	MCE	Niraparib (hydrochloride)	1	not_abx	NA
HY-101561	5.6400733	9.004612	MCE	Avapritinib	1	not_abx	NA
HY-N4288	8.02706	12.37035	MCE	4-Methylesculetin	1	not_abx	NA
HY-N0682	9.096303	6.2612534	MCE	Pyridoxine (hydrochloride)	1	not_abx	NA
HY-N4185	8.528923	11.421933	MCE	Licoflavone A	1	not_abx	NA
HY-10619	5.9755473	10.054494	MCE	Niraparib	1	not_abx	NA
HY-N4113	8.363932	11.438288	MCE	Glycycoumarin	1	not_abx	NA
HY-113365	0.522491	5.0597816	MCE	Cholestenone	1	not_abx	NA
HY-N3389	8.662098	11.54175	MCE	Licoisoflavone A	1	not_abx	NA
HY-10181	6.1673536	8.391336	MCE	Dasatinib	1	not_abx	NA
HY-B0202	6.8048077	8.06571	MCE	Irbesartan	1	not_abx	NA
HY-17507A	7.4913726	10.489811	MCE	Pantoprazole (sodium)	1	not_abx	NA
HY-10617A	6.2761145	10.110241	MCE	Rucaparib	1	not_abx	NA
HY-N2577	2.218566	-2.603652	MCE	1F-Fructofuranosylnystose	1	not_abx	NA
HY-17567C	2.626141	-1.9888101	MCE	Heparin (sodium salt) (MW 15kDa)	1	not_abx	NA
HY-10209A	6.7596273	8.910343	MCE	Masitinib (mesylate)	1	not_abx	NA
HY-B0596	5.722905	3.1880097	MCE	Taltirelin	1	not_abx	NA
HY-N0802	-0.09666817	5.985546	MCE	Tenuigenin	1	not_abx	NA
HY-B0381B	6.162178	5.0295553	MCE	Levobetaxolol (hydrochloride)	1	not_abx	NA
HY-113046	6.743335	4.039448	MCE	5-Methyltetrahydrofolic acid	1	not_abx	NA
HY-B0648	-0.8152163	5.5291076	MCE	Medroxyprogesterone	1	not_abx	NA
HY-34431	10.112243	1.5973445	MCE	Purine	1	not_abx	NA
HY-B0384	6.4761033	6.8693967	MCE	Temocapril (hydrochloride)	1	not_abx	NA
HY-A0015	7.503907	7.189321	MCE	Bepotastine (besilate)	1	not_abx	NA
HY-10331	9.216353	9.310906	MCE	Regorafenib	1	not_abx	NA
HY-10452	6.5429335	5.58704	MCE	Ixazomib citrate	1	not_abx	NA
HY-B0596A	5.7017508	3.1928692	MCE	Taltirelin (acetate)	1	not_abx	NA
HY-N1424	1.0506796	5.466257	MCE	Glycoursodeoxycholic acid	1	not_abx	NA
HY-10450A	10.259583	4.6014037	MCE	Dapagliflozin ((2S)-1,2-propanediol, hydrate)	1	not_abx	NA
HY-N1423	1.0798904	5.3960166	MCE	Glycocholic acid	1	not_abx	NA
HY-50175	5.747008	10.037751	MCE	Laropiprant	1	not_abx	NA
HY-N0327	2.6436877	-1.2008084	MCE	Lobetyolin	1	not_abx	NA
HY-10331A	9.171826	9.415215	MCE	Regorafenib (monohydrate)	1	not_abx	NA
HY-112823	6.003316	9.525	MCE	Almonertinib	1	not_abx	NA
HY-B0577	6.183915	4.6526327	MCE	Latanoprost	1	not_abx	NA
HY-50898	7.640522	10.296296	MCE	Lapatinib	1	not_abx	NA
HY-50898A	7.672803	10.241673	MCE	Lapatinib (ditosylate)	1	not_abx	NA
HY-N0471	5.0051436	6.246543	MCE	L-Hyoscyamine	1	not_abx	NA
HY-50904	6.360071	9.357063	MCE	Nintedanib	1	not_abx	NA
HY-50912	4.6591744	2.6365528	MCE	Plerixafor (octahydrochloride)	1	not_abx	NA
HY-N1381	-0.17893015	2.917004	MCE	Periplocin	1	not_abx	NA
HY-N0908	-0.28284374	3.4508266	MCE	Ginsenoside Rg5	1	not_abx	NA
HY-111815A	7.5861597	0.7240633	MCE	N4-Acetylcytidine triphosphate (sodium)	1	not_abx	NA
HY-N0414	8.164415	8.76629	MCE	Trigonelline	1	not_abx	NA
HY-111529A	5.996303	9.814149	MCE	Tafenoquine (Succinate)	1	not_abx	NA
HY-B0662	9.082224	8.308963	MCE	Imidafenacin	1	not_abx	NA
HY-N0502	-0.3360744	2.398462	MCE	Mogroside V	1	not_abx	NA
HY-108256	7.663044	7.3628616	MCE	Melitracen (hydrochloride)	1	not_abx	NA
HY-108324	5.9792137	7.548562	MCE	(Z)-Thiothixene	1	not_abx	NA
HY-A0154	-0.13643844	2.6092927	MCE	Deslanoside	1	not_abx	NA
HY-17563	8.690329	1.2357119	MCE	2'-Deoxyguanosine	1	not_abx	NA
HY-17567B	2.5967007	-2.0555656	MCE	Heparin (Lithium salt)	1	not_abx	NA
HY-N0441	9.438496	4.850817	MCE	Neferine	1	not_abx	NA
HY-108293	3.7771273	6.401497	MCE	Promestriene	1	not_abx	NA
HY-B0286A	6.894397	7.7655635	MCE	Chlorpheniramine (maleate)	1	not_abx	NA
HY-113212	0.58509916	5.577795	MCE	Ursocholic acid	1	not_abx	NA
HY-B0292A	8.693287	4.770325	MCE	Atracurium (besylate)	1	not_abx	NA
HY-B0304A	5.938653	10.971428	MCE	Dapoxetine (hydrochloride)	1	not_abx	NA
HY-113138	7.1134634	0.80396545	MCE	3-Methyluridine	1	not_abx	NA
HY-Y0055	9.726548	9.475204	MCE	Phenothiazine	1	not_abx	NA
HY-W016009	8.37149	0.9339974	MCE	2'-Deoxyadenosine-5'-monophosphate	1	not_abx	NA
HY-N0261	11.727518	6.3770957	MCE	Aurantio-obtusin	1	not_abx	NA
HY-A0100	7.5704584	9.225202	MCE	Thiamine monochloride	1	not_abx	NA
HY-N0324A	0.6128869	5.6275344	MCE	Cholic acid (sodium)	1	not_abx	NA
HY-N2027	1.1102729	5.431468	MCE	Taurochenodeoxycholic acid	1	not_abx	NA
HY-10844	6.8454847	7.8284264	MCE	Pretomanid	1	not_abx	NA
HY-B0731A	4.4194975	8.311954	MCE	Perospirone	1	not_abx	NA
HY-10237	3.3383355	4.5264163	MCE	Boceprevir	1	not_abx	NA
HY-A0065	5.084028	8.4180975	MCE	Palbociclib (isethionate)	1	not_abx	NA
HY-N1949	7.2519803	13.882384	MCE	Homoplantaginin	1	not_abx	NA
HY-18708	6.1521306	9.671447	MCE	Erdafitinib	1	not_abx	NA
HY-A0034	6.9779882	7.0032616	MCE	Solifenacin	1	not_abx	NA
HY-10260	5.76952	9.4665575	MCE	Vandetanib	1	not_abx	NA
HY-10261	6.0603786	9.547394	MCE	Afatinib	1	not_abx	NA
HY-10261A	6.055475	9.5602455	MCE	Afatinib (dimaleate)	1	not_abx	NA
HY-19518	6.1482244	4.6312947	MCE	Latanoprostene bunod	1	not_abx	NA
HY-N0324	0.709366	5.5596843	MCE	Cholic acid	1	not_abx	NA
HY-12053A	4.4855947	8.036776	MCE	Vinorelbine (ditartrate)	1	not_abx	NA
HY-17400	7.050708	0.973391	MCE	Tegafur	1	not_abx	NA
HY-B1546A	9.006813	8.324315	MCE	Benzamil (hydrochloride)	1	not_abx	NA
HY-14299	6.1066456	10.078828	MCE	Indacaterol	1	not_abx	NA
HY-13551	7.1240883	11.58071	MCE	Amsacrine	1	not_abx	NA
HY-13308	9.248008	9.349582	MCE	Regorafenib (Hydrochloride)	1	not_abx	NA
HY-13551A	7.0067725	11.450756	MCE	Amsacrine (hydrochloride)	1	not_abx	NA
HY-N0039	-0.47526804	2.743854	MCE	Ginsenoside Rb1	1	not_abx	NA
HY-B1357	-0.13108937	2.8306067	MCE	Digitoxin	1	not_abx	NA
HY-N0040	-0.4801218	2.8555152	MCE	Ginsenoside Rb2	1	not_abx	NA
HY-126995	0.9720149	5.461773	MCE	Glycohyodeoxycholic acid	1	not_abx	NA
HY-N0041	-0.39332435	2.8226695	MCE	Ginsenoside Rb3	1	not_abx	NA
HY-N0042	-0.41579798	2.8760703	MCE	Ginsenoside Rc	1	not_abx	NA
HY-B1345	6.7583976	4.876088	MCE	Piroctone olamine	1	not_abx	NA
HY-N7122A	5.7665243	3.0790932	MCE	Thymopentin (acetate)	1	not_abx	NA
HY-12694	6.3924594	5.3408775	MCE	Prucalopride (succinate)	1	not_abx	NA
HY-15403A	6.8049293	5.5313945	MCE	Atrasentan (hydrochloride)	1	not_abx	NA
HY-14262	5.399589	10.066466	MCE	Vilazodone	1	not_abx	NA
HY-N0043	-0.39009282	2.9749892	MCE	Ginsenoside Rd	1	not_abx	NA
HY-14261	5.4282265	10.142303	MCE	Vilazodone (Hydrochloride)	1	not_abx	NA
HY-125731	1.0219823	5.4281564	MCE	Glycodeoxycholic Acid	1	not_abx	NA
HY-12432	5.2614956	5.7021823	MCE	Gilteritinib	1	not_abx	NA
HY-15461	10.298303	4.572218	MCE	Ertugliflozin	1	not_abx	NA
HY-B2194	-0.18511611	5.86307	MCE	γ-Oryzanol	1	not_abx	NA
HY-15498	5.448446	8.801889	MCE	Rimegepant	1	not_abx	NA
HY-14171	7.459869	6.9004025	MCE	Bexarotene	1	not_abx	NA
HY-B2176	8.077598	0.7895381	MCE	ATP	1	not_abx	NA
HY-B2223	7.604266	9.111091	MCE	Thiamine nitrate	1	not_abx	NA
HY-15244	5.989145	8.5530205	MCE	Alpelisib	1	not_abx	NA
HY-100441	4.724455	5.6805716	MCE	Treprostinil	1	not_abx	NA
HY-14299A	6.17481	10.0578575	MCE	Indacaterol (maleate)	1	not_abx	NA
HY-I0096	6.9712043	12.040582	MCE	Indole-2-carboxylic acid	1	not_abx	NA
HY-I0230	6.9699063	6.998985	MCE	Solifenacin (hydrochloride)	1	not_abx	NA
HY-14781	6.787748	3.9577777	MCE	Levomefolic acid	1	not_abx	NA
HY-14789	7.567304	7.809908	MCE	(R)-Elagolix	1	not_abx	NA
HY-14806	5.1998835	7.0656466	MCE	Teneligliptin	1	not_abx	NA
